# Time          	Cd              	Cl              	Cl(f)           	Cl(r)           
83,36	1,34E+00	2,56E-01	1,24E-01	1,32E-01
83,4	1,34E+00	2,63E-01	1,28E-01	1,36E-01
83,44	1,34E+00	2,69E-01	1,31E-01	1,38E-01
83,48	1,34E+00	2,74E-01	1,33E-01	1,41E-01
83,52	1,34E+00	2,80E-01	1,36E-01	1,44E-01
83,56	1,35E+00	2,84E-01	1,38E-01	1,45E-01
83,6	1,35E+00	2,88E-01	1,41E-01	1,47E-01
83,64	1,35E+00	2,92E-01	1,43E-01	1,49E-01
83,68	1,35E+00	2,95E-01	1,44E-01	1,50E-01
83,72	1,35E+00	2,97E-01	1,46E-01	1,52E-01
83,76	1,35E+00	2,99E-01	1,47E-01	1,53E-01
83,8	1,35E+00	3,01E-01	1,48E-01	1,53E-01
83,84	1,35E+00	3,02E-01	1,48E-01	1,54E-01
83,88	1,35E+00	3,03E-01	1,49E-01	1,54E-01
83,92	1,35E+00	3,03E-01	1,49E-01	1,54E-01
83,96	1,35E+00	3,03E-01	1,49E-01	1,54E-01
84	1,35E+00	3,03E-01	1,49E-01	1,53E-01
84,04	1,35E+00	3,01E-01	1,49E-01	1,52E-01
84,08	1,35E+00	3,00E-01	1,48E-01	1,51E-01
84,12	1,35E+00	2,97E-01	1,47E-01	1,50E-01
84,16	1,35E+00	2,94E-01	1,46E-01	1,48E-01
84,2	1,35E+00	2,90E-01	1,44E-01	1,46E-01
84,24	1,35E+00	2,87E-01	1,42E-01	1,44E-01
84,28	1,35E+00	2,82E-01	1,40E-01	1,42E-01
84,32	1,35E+00	2,78E-01	1,38E-01	1,39E-01
84,36	1,35E+00	2,73E-01	1,36E-01	1,37E-01
84,4	1,35E+00	2,67E-01	1,33E-01	1,34E-01
84,44	1,35E+00	2,61E-01	1,31E-01	1,31E-01
84,48	1,35E+00	2,55E-01	1,28E-01	1,27E-01
84,52	1,35E+00	2,48E-01	1,24E-01	1,24E-01
84,56	1,35E+00	2,41E-01	1,21E-01	1,20E-01
84,6	1,35E+00	2,33E-01	1,17E-01	1,16E-01
84,64	1,35E+00	2,25E-01	1,13E-01	1,12E-01
84,68	1,35E+00	2,16E-01	1,09E-01	1,07E-01
84,72	1,35E+00	2,08E-01	1,05E-01	1,03E-01
84,76	1,35E+00	1,99E-01	1,01E-01	9,80E-02
84,8	1,35E+00	1,90E-01	9,64E-02	9,32E-02
84,84	1,35E+00	1,80E-01	9,17E-02	8,83E-02
84,88	1,35E+00	1,70E-01	8,68E-02	8,29E-02
84,92	1,35E+00	1,59E-01	8,16E-02	7,75E-02
84,96	1,35E+00	1,49E-01	7,66E-02	7,21E-02
85	1,35E+00	1,38E-01	7,13E-02	6,65E-02
85,04	1,35E+00	1,27E-01	6,59E-02	6,08E-02
85,08	1,35E+00	1,15E-01	6,04E-02	5,50E-02
85,12	1,35E+00	1,04E-01	5,51E-02	4,93E-02
85,16	1,35E+00	9,29E-02	4,95E-02	4,35E-02
85,2	1,35E+00	8,10E-02	4,36E-02	3,74E-02
85,24	1,34E+00	6,86E-02	3,76E-02	3,10E-02
85,28	1,34E+00	5,71E-02	3,20E-02	2,52E-02
85,32	1,34E+00	4,51E-02	2,61E-02	1,90E-02
85,36	1,34E+00	3,31E-02	2,02E-02	1,29E-02
85,4	1,34E+00	2,11E-02	1,43E-02	6,80E-03
85,44	1,34E+00	8,02E-03	7,88E-03	1,42E-04
85,48	1,34E+00	-4,58E-03	1,68E-03	-6,26E-03
85,52	1,34E+00	-1,71E-02	-4,50E-03	-1,26E-02
85,56	1,34E+00	-2,90E-02	-1,03E-02	-1,87E-02
85,6	1,34E+00	-4,07E-02	-1,61E-02	-2,46E-02
85,64	1,34E+00	-5,32E-02	-2,23E-02	-3,09E-02
85,68	1,34E+00	-6,59E-02	-2,86E-02	-3,73E-02
85,72	1,34E+00	-7,69E-02	-3,40E-02	-4,29E-02
85,76	1,34E+00	-8,91E-02	-4,01E-02	-4,91E-02
85,8	1,34E+00	-1,01E-01	-4,60E-02	-5,51E-02
85,84	1,34E+00	-1,13E-01	-5,18E-02	-6,09E-02
85,88	1,34E+00	-1,24E-01	-5,75E-02	-6,68E-02
85,92	1,34E+00	-1,35E-01	-6,28E-02	-7,21E-02
85,96	1,34E+00	-1,46E-01	-6,85E-02	-7,78E-02
86	1,34E+00	-1,57E-01	-7,39E-02	-8,33E-02
86,04	1,34E+00	-1,68E-01	-7,93E-02	-8,87E-02
86,08	1,34E+00	-1,78E-01	-8,44E-02	-9,38E-02
86,12	1,34E+00	-1,88E-01	-8,93E-02	-9,86E-02
86,16	1,34E+00	-1,97E-01	-9,40E-02	-1,03E-01
86,2	1,34E+00	-2,07E-01	-9,88E-02	-1,08E-01
86,24	1,34E+00	-2,16E-01	-1,03E-01	-1,13E-01
86,28	1,34E+00	-2,25E-01	-1,08E-01	-1,17E-01
86,32	1,34E+00	-2,34E-01	-1,12E-01	-1,21E-01
86,36	1,34E+00	-2,42E-01	-1,16E-01	-1,25E-01
86,4	1,34E+00	-2,49E-01	-1,20E-01	-1,29E-01
86,44	1,34E+00	-2,57E-01	-1,24E-01	-1,33E-01
86,48	1,34E+00	-2,63E-01	-1,27E-01	-1,36E-01
86,52	1,34E+00	-2,70E-01	-1,31E-01	-1,39E-01
86,56	1,34E+00	-2,76E-01	-1,34E-01	-1,42E-01
86,6	1,34E+00	-2,82E-01	-1,37E-01	-1,45E-01
86,64	1,34E+00	-2,87E-01	-1,40E-01	-1,47E-01
86,68	1,34E+00	-2,91E-01	-1,42E-01	-1,49E-01
86,72	1,34E+00	-2,95E-01	-1,44E-01	-1,51E-01
86,76	1,35E+00	-2,99E-01	-1,46E-01	-1,53E-01
86,8	1,35E+00	-3,02E-01	-1,48E-01	-1,55E-01
86,84	1,35E+00	-3,04E-01	-1,49E-01	-1,55E-01
86,88	1,35E+00	-3,07E-01	-1,50E-01	-1,56E-01
86,92	1,35E+00	-3,09E-01	-1,51E-01	-1,57E-01
86,96	1,35E+00	-3,09E-01	-1,52E-01	-1,57E-01
87	1,35E+00	-3,10E-01	-1,52E-01	-1,58E-01
87,04	1,35E+00	-3,11E-01	-1,53E-01	-1,58E-01
87,08	1,35E+00	-3,10E-01	-1,53E-01	-1,57E-01
87,12	1,35E+00	-3,09E-01	-1,52E-01	-1,57E-01
87,16	1,35E+00	-3,07E-01	-1,51E-01	-1,56E-01
87,2	1,35E+00	-3,05E-01	-1,51E-01	-1,55E-01
87,24	1,35E+00	-3,03E-01	-1,50E-01	-1,53E-01
87,28	1,35E+00	-3,00E-01	-1,48E-01	-1,52E-01
87,32	1,35E+00	-2,96E-01	-1,47E-01	-1,50E-01
87,36	1,35E+00	-2,93E-01	-1,45E-01	-1,47E-01
87,4	1,35E+00	-2,88E-01	-1,43E-01	-1,45E-01
87,44	1,35E+00	-2,83E-01	-1,41E-01	-1,43E-01
87,48	1,35E+00	-2,78E-01	-1,39E-01	-1,40E-01
87,52	1,35E+00	-2,72E-01	-1,36E-01	-1,37E-01
87,56	1,35E+00	-2,66E-01	-1,33E-01	-1,33E-01
87,6	1,35E+00	-2,60E-01	-1,30E-01	-1,30E-01
87,64	1,35E+00	-2,52E-01	-1,26E-01	-1,26E-01
87,68	1,35E+00	-2,45E-01	-1,23E-01	-1,22E-01
87,72	1,35E+00	-2,38E-01	-1,19E-01	-1,18E-01
87,76	1,35E+00	-2,29E-01	-1,15E-01	-1,14E-01
87,8	1,35E+00	-2,21E-01	-1,11E-01	-1,10E-01
87,84	1,35E+00	-2,12E-01	-1,07E-01	-1,05E-01
87,88	1,35E+00	-2,03E-01	-1,03E-01	-1,00E-01
87,92	1,35E+00	-1,93E-01	-9,80E-02	-9,53E-02
87,96	1,35E+00	-1,84E-01	-9,34E-02	-9,03E-02
88	1,35E+00	-1,73E-01	-8,83E-02	-8,49E-02
88,04	1,35E+00	-1,63E-01	-8,32E-02	-7,94E-02
88,08	1,35E+00	-1,52E-01	-7,82E-02	-7,41E-02
88,12	1,35E+00	-1,41E-01	-7,27E-02	-6,83E-02
88,16	1,35E+00	-1,30E-01	-6,73E-02	-6,26E-02
88,2	1,35E+00	-1,19E-01	-6,19E-02	-5,69E-02
88,24	1,35E+00	-1,07E-01	-5,63E-02	-5,10E-02
88,28	1,35E+00	-9,58E-02	-5,07E-02	-4,51E-02
88,32	1,35E+00	-8,37E-02	-4,48E-02	-3,89E-02
88,36	1,35E+00	-7,21E-02	-3,91E-02	-3,30E-02
88,4	1,35E+00	-5,99E-02	-3,32E-02	-2,67E-02
88,44	1,35E+00	-4,78E-02	-2,72E-02	-2,06E-02
88,48	1,34E+00	-3,59E-02	-2,14E-02	-1,45E-02
88,52	1,34E+00	-2,38E-02	-1,55E-02	-8,33E-03
88,56	1,34E+00	-1,15E-02	-9,41E-03	-2,06E-03
88,6	1,34E+00	1,53E-03	-3,01E-03	4,54E-03
88,64	1,34E+00	1,39E-02	3,06E-03	1,08E-02
88,68	1,34E+00	2,60E-02	9,03E-03	1,69E-02
88,72	1,34E+00	3,81E-02	1,50E-02	2,31E-02
88,76	1,34E+00	5,04E-02	2,11E-02	2,93E-02
88,8	1,34E+00	6,21E-02	2,69E-02	3,52E-02
88,84	1,34E+00	7,44E-02	3,29E-02	4,14E-02
88,88	1,34E+00	8,59E-02	3,86E-02	4,72E-02
88,92	1,34E+00	9,81E-02	4,47E-02	5,34E-02
88,96	1,34E+00	1,10E-01	5,08E-02	5,95E-02
89	1,34E+00	1,22E-01	5,64E-02	6,52E-02
89,04	1,34E+00	1,32E-01	6,16E-02	7,05E-02
89,08	1,34E+00	1,44E-01	6,74E-02	7,63E-02
89,12	1,34E+00	1,54E-01	7,26E-02	8,15E-02
89,16	1,34E+00	1,65E-01	7,80E-02	8,70E-02
89,2	1,34E+00	1,75E-01	8,33E-02	9,22E-02
89,24	1,34E+00	1,85E-01	8,81E-02	9,70E-02
89,28	1,34E+00	1,95E-01	9,31E-02	1,02E-01
89,32	1,34E+00	2,04E-01	9,78E-02	1,07E-01
89,36	1,34E+00	2,14E-01	1,02E-01	1,11E-01
89,4	1,34E+00	2,22E-01	1,07E-01	1,15E-01
89,44	1,34E+00	2,31E-01	1,11E-01	1,20E-01
89,48	1,34E+00	2,38E-01	1,15E-01	1,23E-01
89,52	1,34E+00	2,46E-01	1,19E-01	1,27E-01
89,56	1,34E+00	2,53E-01	1,23E-01	1,31E-01
89,6	1,34E+00	2,60E-01	1,26E-01	1,34E-01
89,64	1,34E+00	2,67E-01	1,29E-01	1,37E-01
89,68	1,35E+00	2,73E-01	1,33E-01	1,40E-01
89,72	1,35E+00	2,77E-01	1,35E-01	1,42E-01
89,76	1,35E+00	2,82E-01	1,38E-01	1,45E-01
89,8	1,35E+00	2,87E-01	1,40E-01	1,47E-01
89,84	1,35E+00	2,91E-01	1,42E-01	1,49E-01
89,88	1,35E+00	2,95E-01	1,44E-01	1,51E-01
89,92	1,35E+00	2,97E-01	1,45E-01	1,52E-01
89,96	1,35E+00	3,00E-01	1,47E-01	1,53E-01
90	1,35E+00	3,02E-01	1,48E-01	1,54E-01
90,04	1,35E+00	3,02E-01	1,48E-01	1,54E-01
90,08	1,35E+00	3,04E-01	1,49E-01	1,54E-01
90,12	1,35E+00	3,05E-01	1,50E-01	1,55E-01
90,16	1,35E+00	3,05E-01	1,50E-01	1,55E-01
90,2	1,35E+00	3,04E-01	1,50E-01	1,54E-01
90,24	1,35E+00	3,03E-01	1,50E-01	1,54E-01
90,28	1,35E+00	3,02E-01	1,49E-01	1,53E-01
90,32	1,35E+00	3,00E-01	1,48E-01	1,52E-01
90,36	1,35E+00	2,97E-01	1,47E-01	1,50E-01
90,4	1,35E+00	2,94E-01	1,46E-01	1,48E-01
90,44	1,35E+00	2,90E-01	1,44E-01	1,46E-01
90,48	1,35E+00	2,86E-01	1,42E-01	1,44E-01
90,52	1,35E+00	2,82E-01	1,40E-01	1,42E-01
90,56	1,35E+00	2,77E-01	1,38E-01	1,39E-01
90,6	1,35E+00	2,71E-01	1,35E-01	1,36E-01
90,64	1,35E+00	2,66E-01	1,33E-01	1,33E-01
90,68	1,35E+00	2,60E-01	1,30E-01	1,30E-01
90,72	1,35E+00	2,53E-01	1,27E-01	1,26E-01
90,76	1,35E+00	2,46E-01	1,23E-01	1,23E-01
90,8	1,35E+00	2,38E-01	1,20E-01	1,19E-01
90,84	1,35E+00	2,31E-01	1,16E-01	1,15E-01
90,88	1,35E+00	2,22E-01	1,12E-01	1,10E-01
90,92	1,35E+00	2,14E-01	1,08E-01	1,06E-01
90,96	1,35E+00	2,05E-01	1,04E-01	1,01E-01
91	1,35E+00	1,96E-01	9,93E-02	9,64E-02
91,04	1,35E+00	1,87E-01	9,49E-02	9,16E-02
91,08	1,35E+00	1,77E-01	9,03E-02	8,67E-02
91,12	1,35E+00	1,66E-01	8,50E-02	8,10E-02
91,16	1,35E+00	1,56E-01	7,99E-02	7,56E-02
91,2	1,35E+00	1,45E-01	7,48E-02	7,01E-02
91,24	1,35E+00	1,34E-01	6,93E-02	6,43E-02
91,28	1,35E+00	1,23E-01	6,40E-02	5,87E-02
91,32	1,35E+00	1,11E-01	5,83E-02	5,28E-02
91,36	1,35E+00	1,00E-01	5,30E-02	4,71E-02
91,4	1,35E+00	8,84E-02	4,73E-02	4,11E-02
91,44	1,35E+00	7,63E-02	4,13E-02	3,49E-02
91,48	1,34E+00	6,43E-02	3,55E-02	2,88E-02
91,52	1,34E+00	5,26E-02	2,98E-02	2,28E-02
91,56	1,34E+00	4,02E-02	2,37E-02	1,65E-02
91,6	1,34E+00	2,81E-02	1,78E-02	1,04E-02
91,64	1,34E+00	1,64E-02	1,20E-02	4,37E-03
91,68	1,34E+00	3,04E-03	5,44E-03	-2,40E-03
91,72	1,34E+00	-9,50E-03	-7,27E-04	-8,77E-03
91,76	1,34E+00	-2,16E-02	-6,68E-03	-1,49E-02
91,8	1,34E+00	-3,40E-02	-1,28E-02	-2,12E-02
91,84	1,34E+00	-4,60E-02	-1,87E-02	-2,73E-02
91,88	1,34E+00	-5,83E-02	-2,48E-02	-3,35E-02
91,92	1,34E+00	-7,01E-02	-3,06E-02	-3,95E-02
91,96	1,34E+00	-8,21E-02	-3,66E-02	-4,55E-02
92	1,34E+00	-9,44E-02	-4,27E-02	-5,18E-02
92,04	1,34E+00	-1,06E-01	-4,86E-02	-5,77E-02
92,08	1,34E+00	-1,18E-01	-5,44E-02	-6,36E-02
92,12	1,34E+00	-1,29E-01	-5,98E-02	-6,91E-02
92,16	1,34E+00	-1,40E-01	-6,54E-02	-7,47E-02
92,2	1,34E+00	-1,51E-01	-7,09E-02	-8,03E-02
92,24	1,34E+00	-1,62E-01	-7,64E-02	-8,58E-02
92,28	1,34E+00	-1,73E-01	-8,16E-02	-9,10E-02
92,32	1,34E+00	-1,83E-01	-8,67E-02	-9,61E-02
92,36	1,34E+00	-1,92E-01	-9,15E-02	-1,01E-01
92,4	1,34E+00	-2,02E-01	-9,64E-02	-1,06E-01
92,44	1,34E+00	-2,11E-01	-1,01E-01	-1,10E-01
92,48	1,34E+00	-2,20E-01	-1,06E-01	-1,15E-01
92,52	1,34E+00	-2,29E-01	-1,10E-01	-1,19E-01
92,56	1,34E+00	-2,38E-01	-1,15E-01	-1,24E-01
92,6	1,34E+00	-2,46E-01	-1,19E-01	-1,28E-01
92,64	1,34E+00	-2,53E-01	-1,22E-01	-1,31E-01
92,68	1,34E+00	-2,61E-01	-1,26E-01	-1,35E-01
92,72	1,34E+00	-2,67E-01	-1,29E-01	-1,38E-01
92,76	1,34E+00	-2,74E-01	-1,33E-01	-1,41E-01
92,8	1,34E+00	-2,79E-01	-1,36E-01	-1,44E-01
92,84	1,34E+00	-2,85E-01	-1,38E-01	-1,46E-01
92,88	1,34E+00	-2,90E-01	-1,41E-01	-1,49E-01
92,92	1,35E+00	-2,93E-01	-1,43E-01	-1,50E-01
92,96	1,35E+00	-2,98E-01	-1,45E-01	-1,52E-01
93	1,35E+00	-3,01E-01	-1,47E-01	-1,54E-01
93,04	1,35E+00	-3,04E-01	-1,49E-01	-1,55E-01
93,08	1,35E+00	-3,06E-01	-1,50E-01	-1,56E-01
93,12	1,35E+00	-3,08E-01	-1,51E-01	-1,57E-01
93,16	1,35E+00	-3,09E-01	-1,52E-01	-1,58E-01
93,2	1,35E+00	-3,11E-01	-1,53E-01	-1,58E-01
93,24	1,35E+00	-3,11E-01	-1,53E-01	-1,58E-01
93,28	1,35E+00	-3,12E-01	-1,53E-01	-1,58E-01
93,32	1,35E+00	-3,11E-01	-1,53E-01	-1,58E-01
93,36	1,35E+00	-3,09E-01	-1,52E-01	-1,57E-01
93,4	1,35E+00	-3,07E-01	-1,52E-01	-1,56E-01
93,44	1,35E+00	-3,06E-01	-1,51E-01	-1,55E-01
93,48	1,35E+00	-3,02E-01	-1,50E-01	-1,53E-01
93,52	1,35E+00	-3,00E-01	-1,48E-01	-1,51E-01
93,56	1,35E+00	-2,96E-01	-1,47E-01	-1,49E-01
93,6	1,35E+00	-2,92E-01	-1,45E-01	-1,47E-01
93,64	1,35E+00	-2,87E-01	-1,43E-01	-1,45E-01
93,68	1,35E+00	-2,82E-01	-1,40E-01	-1,42E-01
93,72	1,35E+00	-2,76E-01	-1,38E-01	-1,39E-01
93,76	1,35E+00	-2,70E-01	-1,35E-01	-1,36E-01
93,8	1,35E+00	-2,64E-01	-1,32E-01	-1,32E-01
93,84	1,35E+00	-2,57E-01	-1,29E-01	-1,29E-01
93,88	1,35E+00	-2,50E-01	-1,25E-01	-1,25E-01
93,92	1,35E+00	-2,43E-01	-1,22E-01	-1,21E-01
93,96	1,35E+00	-2,35E-01	-1,18E-01	-1,17E-01
94	1,35E+00	-2,26E-01	-1,14E-01	-1,12E-01
94,04	1,35E+00	-2,18E-01	-1,10E-01	-1,08E-01
94,08	1,35E+00	-2,08E-01	-1,05E-01	-1,03E-01
94,12	1,35E+00	-1,99E-01	-1,01E-01	-9,83E-02
94,16	1,35E+00	-1,90E-01	-9,63E-02	-9,34E-02
94,2	1,35E+00	-1,80E-01	-9,14E-02	-8,82E-02
94,24	1,35E+00	-1,69E-01	-8,63E-02	-8,27E-02
94,28	1,35E+00	-1,58E-01	-8,12E-02	-7,73E-02
94,32	1,35E+00	-1,48E-01	-7,60E-02	-7,18E-02
94,36	1,35E+00	-1,37E-01	-7,09E-02	-6,63E-02
94,4	1,35E+00	-1,26E-01	-6,52E-02	-6,04E-02
94,44	1,35E+00	-1,14E-01	-5,97E-02	-5,46E-02
94,48	1,35E+00	-1,02E-01	-5,38E-02	-4,84E-02
94,52	1,35E+00	-9,08E-02	-4,83E-02	-4,25E-02
94,56	1,35E+00	-7,90E-02	-4,25E-02	-3,65E-02
94,6	1,35E+00	-6,69E-02	-3,66E-02	-3,03E-02
94,64	1,35E+00	-5,50E-02	-3,08E-02	-2,42E-02
94,68	1,35E+00	-4,23E-02	-2,46E-02	-1,78E-02
94,72	1,35E+00	-3,04E-02	-1,87E-02	-1,17E-02
94,76	1,34E+00	-1,84E-02	-1,28E-02	-5,59E-03
94,8	1,34E+00	-6,07E-03	-6,76E-03	6,93E-04
94,84	1,34E+00	6,63E-03	-5,07E-04	7,14E-03
94,88	1,34E+00	1,91E-02	5,63E-03	1,35E-02
94,92	1,34E+00	3,17E-02	1,19E-02	1,99E-02
94,96	1,34E+00	4,34E-02	1,76E-02	2,58E-02
95	1,34E+00	5,54E-02	2,36E-02	3,19E-02
95,04	1,34E+00	6,78E-02	2,97E-02	3,81E-02
95,08	1,34E+00	7,95E-02	3,55E-02	4,40E-02
95,12	1,34E+00	9,14E-02	4,14E-02	5,00E-02
95,16	1,34E+00	1,04E-01	4,76E-02	5,63E-02
95,2	1,34E+00	1,16E-01	5,34E-02	6,22E-02
95,24	1,34E+00	1,27E-01	5,88E-02	6,77E-02
95,28	1,34E+00	1,38E-01	6,43E-02	7,32E-02
95,32	1,34E+00	1,48E-01	6,98E-02	7,87E-02
95,36	1,34E+00	1,59E-01	7,51E-02	8,41E-02
95,4	1,34E+00	1,70E-01	8,04E-02	8,94E-02
95,44	1,34E+00	1,80E-01	8,54E-02	9,43E-02
95,48	1,34E+00	1,90E-01	9,05E-02	9,94E-02
95,52	1,34E+00	1,99E-01	9,52E-02	1,04E-01
95,56	1,34E+00	2,09E-01	1,00E-01	1,09E-01
95,6	1,34E+00	2,18E-01	1,05E-01	1,13E-01
95,64	1,34E+00	2,26E-01	1,09E-01	1,17E-01
95,68	1,34E+00	2,35E-01	1,13E-01	1,22E-01
95,72	1,34E+00	2,43E-01	1,17E-01	1,25E-01
95,76	1,34E+00	2,50E-01	1,21E-01	1,29E-01
95,8	1,34E+00	2,57E-01	1,24E-01	1,33E-01
95,84	1,34E+00	2,64E-01	1,28E-01	1,36E-01
95,88	1,35E+00	2,70E-01	1,31E-01	1,39E-01
95,92	1,35E+00	2,75E-01	1,34E-01	1,41E-01
95,96	1,35E+00	2,81E-01	1,37E-01	1,44E-01
96	1,35E+00	2,85E-01	1,39E-01	1,46E-01
96,04	1,35E+00	2,89E-01	1,41E-01	1,48E-01
96,08	1,35E+00	2,93E-01	1,43E-01	1,50E-01
96,12	1,35E+00	2,96E-01	1,45E-01	1,51E-01
96,16	1,35E+00	2,99E-01	1,46E-01	1,52E-01
96,2	1,35E+00	3,01E-01	1,48E-01	1,53E-01
96,24	1,35E+00	3,03E-01	1,48E-01	1,54E-01
96,28	1,35E+00	3,04E-01	1,49E-01	1,54E-01
96,32	1,35E+00	3,05E-01	1,50E-01	1,55E-01
96,36	1,35E+00	3,05E-01	1,50E-01	1,55E-01
96,4	1,35E+00	3,05E-01	1,50E-01	1,55E-01
96,44	1,35E+00	3,05E-01	1,50E-01	1,54E-01
96,48	1,35E+00	3,03E-01	1,50E-01	1,53E-01
96,52	1,35E+00	3,02E-01	1,49E-01	1,53E-01
96,56	1,35E+00	2,99E-01	1,48E-01	1,51E-01
96,6	1,35E+00	2,96E-01	1,47E-01	1,49E-01
96,64	1,35E+00	2,93E-01	1,45E-01	1,48E-01
96,68	1,35E+00	2,89E-01	1,43E-01	1,45E-01
96,72	1,35E+00	2,85E-01	1,42E-01	1,43E-01
96,76	1,35E+00	2,80E-01	1,39E-01	1,41E-01
96,8	1,35E+00	2,75E-01	1,37E-01	1,38E-01
96,84	1,35E+00	2,69E-01	1,34E-01	1,35E-01
96,88	1,35E+00	2,64E-01	1,32E-01	1,32E-01
96,92	1,35E+00	2,57E-01	1,29E-01	1,29E-01
96,96	1,35E+00	2,51E-01	1,26E-01	1,25E-01
97	1,35E+00	2,43E-01	1,22E-01	1,21E-01
97,04	1,35E+00	2,35E-01	1,18E-01	1,17E-01
97,08	1,35E+00	2,28E-01	1,15E-01	1,13E-01
97,12	1,35E+00	2,19E-01	1,10E-01	1,08E-01
97,16	1,35E+00	2,11E-01	1,06E-01	1,04E-01
97,2	1,35E+00	2,01E-01	1,02E-01	9,93E-02
97,24	1,35E+00	1,92E-01	9,74E-02	9,43E-02
97,28	1,35E+00	1,83E-01	9,30E-02	8,95E-02
97,32	1,35E+00	1,72E-01	8,81E-02	8,44E-02
97,36	1,35E+00	1,62E-01	8,28E-02	7,87E-02
97,4	1,35E+00	1,51E-01	7,77E-02	7,33E-02
97,44	1,35E+00	1,40E-01	7,25E-02	6,77E-02
97,48	1,35E+00	1,29E-01	6,70E-02	6,20E-02
97,52	1,35E+00	1,18E-01	6,16E-02	5,62E-02
97,56	1,35E+00	1,07E-01	5,62E-02	5,05E-02
97,6	1,35E+00	9,51E-02	5,06E-02	4,46E-02
97,64	1,35E+00	8,30E-02	4,46E-02	3,84E-02
97,68	1,35E+00	7,08E-02	3,87E-02	3,22E-02
97,72	1,34E+00	5,92E-02	3,30E-02	2,62E-02
97,76	1,34E+00	4,71E-02	2,71E-02	2,00E-02
97,8	1,34E+00	3,49E-02	2,11E-02	1,38E-02
97,84	1,34E+00	2,28E-02	1,52E-02	7,65E-03
97,88	1,34E+00	1,06E-02	9,17E-03	1,43E-03
97,92	1,34E+00	-2,75E-03	2,60E-03	-5,35E-03
97,96	1,34E+00	-1,52E-02	-3,51E-03	-1,16E-02
98	1,34E+00	-2,72E-02	-9,45E-03	-1,78E-02
98,04	1,34E+00	-3,92E-02	-1,53E-02	-2,38E-02
98,08	1,34E+00	-5,17E-02	-2,15E-02	-3,02E-02
98,12	1,34E+00	-6,42E-02	-2,77E-02	-3,65E-02
98,16	1,34E+00	-7,58E-02	-3,34E-02	-4,24E-02
98,2	1,34E+00	-8,74E-02	-3,92E-02	-4,82E-02
98,24	1,34E+00	-9,99E-02	-4,54E-02	-5,45E-02
98,28	1,34E+00	-1,12E-01	-5,13E-02	-6,05E-02
98,32	1,34E+00	-1,23E-01	-5,71E-02	-6,64E-02
98,36	1,34E+00	-1,34E-01	-6,22E-02	-7,15E-02
98,4	1,34E+00	-1,45E-01	-6,80E-02	-7,74E-02
98,44	1,34E+00	-1,56E-01	-7,35E-02	-8,29E-02
98,48	1,34E+00	-1,67E-01	-7,89E-02	-8,83E-02
98,52	1,34E+00	-1,78E-01	-8,41E-02	-9,35E-02
98,56	1,34E+00	-1,88E-01	-8,92E-02	-9,86E-02
98,6	1,34E+00	-1,97E-01	-9,38E-02	-1,03E-01
98,64	1,34E+00	-2,07E-01	-9,86E-02	-1,08E-01
98,68	1,34E+00	-2,16E-01	-1,03E-01	-1,12E-01
98,72	1,34E+00	-2,24E-01	-1,08E-01	-1,17E-01
98,76	1,34E+00	-2,34E-01	-1,12E-01	-1,21E-01
98,8	1,34E+00	-2,42E-01	-1,16E-01	-1,25E-01
98,84	1,34E+00	-2,49E-01	-1,20E-01	-1,29E-01
98,88	1,34E+00	-2,57E-01	-1,24E-01	-1,33E-01
98,92	1,34E+00	-2,64E-01	-1,28E-01	-1,36E-01
98,96	1,34E+00	-2,70E-01	-1,31E-01	-1,39E-01
99	1,34E+00	-2,76E-01	-1,34E-01	-1,42E-01
99,04	1,34E+00	-2,82E-01	-1,37E-01	-1,45E-01
99,08	1,34E+00	-2,87E-01	-1,40E-01	-1,48E-01
99,12	1,35E+00	-2,92E-01	-1,42E-01	-1,50E-01
99,16	1,35E+00	-2,96E-01	-1,44E-01	-1,51E-01
99,2	1,35E+00	-2,99E-01	-1,46E-01	-1,53E-01
99,24	1,35E+00	-3,04E-01	-1,48E-01	-1,55E-01
99,28	1,35E+00	-3,06E-01	-1,49E-01	-1,56E-01
99,32	1,35E+00	-3,08E-01	-1,51E-01	-1,57E-01
99,36	1,35E+00	-3,10E-01	-1,52E-01	-1,58E-01
99,4	1,35E+00	-3,10E-01	-1,52E-01	-1,58E-01
99,44	1,35E+00	-3,12E-01	-1,53E-01	-1,59E-01
99,48	1,35E+00	-3,12E-01	-1,54E-01	-1,59E-01
99,52	1,35E+00	-3,11E-01	-1,53E-01	-1,58E-01
99,56	1,35E+00	-3,11E-01	-1,53E-01	-1,58E-01
99,6	1,35E+00	-3,08E-01	-1,52E-01	-1,56E-01
99,64	1,35E+00	-3,07E-01	-1,52E-01	-1,55E-01
99,68	1,35E+00	-3,04E-01	-1,51E-01	-1,54E-01
99,72	1,35E+00	-3,01E-01	-1,49E-01	-1,52E-01
99,76	1,35E+00	-2,98E-01	-1,48E-01	-1,50E-01
99,8	1,35E+00	-2,94E-01	-1,46E-01	-1,48E-01
99,84	1,35E+00	-2,90E-01	-1,44E-01	-1,46E-01
99,88	1,35E+00	-2,85E-01	-1,42E-01	-1,43E-01
99,92	1,35E+00	-2,80E-01	-1,39E-01	-1,41E-01
99,96	1,35E+00	-2,74E-01	-1,37E-01	-1,38E-01
100	1,35E+00	-2,68E-01	-1,34E-01	-1,34E-01
